,rank,rankOldAndNew,movieCd,movieNm,salesAmt,audiCnt,scrnCnt,showCnt,targetDate
1108,9,OLD,20174561,더 플랜,26800702,3275,156,327,20170421
1109,10,OLD,20167363,히든 피겨스,23898900,2828,116,170,20170421
1110,1,OLD,20167542,분노의 질주: 더 익스트림,2502960378,288020,1283,6469,20170422
1111,2,OLD,20151227,아빠는 딸,552654900,67260,581,2147,20170422
1112,3,OLD,20164721,미녀와 야수,392474200,46734,593,1512,20170422
1113,4,OLD,20179662,파워레인져스: 더 비기닝,168503278,20942,479,1292,20170422
1114,5,OLD,20162181,프리즌,105377800,12262,349,652,20170422
1115,6,OLD,20172541,오두막,71507300,8757,375,663,20170422
1116,7,OLD,20173601,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,53815000,7677,164,291,20170422
1117,8,OLD,20149317,가디언즈 오브 갤럭시,60210900,6662,76,204,20170422
1118,9,OLD,20167363,히든 피겨스,47693800,5449,114,179,20170422
1119,10,OLD,20172125,파운더,45786500,5440,274,461,20170422
1120,1,OLD,20167542,분노의 질주: 더 익스트림,2170993650,250791,1264,6289,20170423
1121,2,OLD,20151227,아빠는 딸,513529100,62244,586,2128,20170423
1122,3,OLD,20164721,미녀와 야수,344980100,41250,613,1520,20170423
1123,4,OLD,20179662,파워레인져스: 더 비기닝,140279700,17513,466,1202,20170423
1124,5,OLD,20162181,프리즌,92897800,10630,347,634,20170423
1125,6,OLD,20173601,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,54432000,7724,158,281,20170423
1126,7,OLD,20172541,오두막,60061500,7363,365,616,20170423
1127,8,OLD,20149317,가디언즈 오브 갤럭시,47487700,5311,77,198,20170423
1128,9,OLD,20172125,파운더,41702500,4938,261,424,20170423
1129,10,OLD,20167363,히든 피겨스,40327200,4608,111,172,20170423
1130,1,OLD,20167542,분노의 질주: 더 익스트림,563072900,73571,1197,5603,20170424
1131,2,OLD,20151227,아빠는 딸,134916400,18406,510,1913,20170424
1132,3,OLD,20164721,미녀와 야수,71135500,9413,454,1122,20170424
1133,4,OLD,20172541,오두막,38487500,5546,356,707,20170424
1134,5,OLD,20162181,프리즌,36667400,4888,334,671,20170424
1135,6,OLD,20179662,파워레인져스: 더 비기닝,28657700,3911,378,997,20170424
1136,7,NEW,20162871,특별시민,25480000,3181,15,17,20170424
1137,8,OLD,20172125,파운더,21231800,2859,276,492,20170424
1138,9,OLD,20161726,임금님의 사건수첩,22689100,2429,25,25,20170424
1139,10,OLD,20174561,더 플랜,15718500,2165,132,310,20170424
1140,1,OLD,20167542,분노의 질주: 더 익스트림,530229200,69702,1211,5575,20170425
1141,2,OLD,20151227,아빠는 딸,140444700,19326,534,1932,20170425
1142,3,OLD,20164721,미녀와 야수,78084200,10580,453,1110,20170425
1143,4,OLD,20172541,오두막,43292100,6137,375,729,20170425
1144,5,OLD,20162181,프리즌,31025800,4167,334,644,20170425
1145,6,OLD,20179662,파워레인져스: 더 비기닝,25772400,3478,381,942,20170425
1146,7,OLD,20161726,임금님의 사건수첩,21651000,2943,14,14,20170425
1147,8,OLD,20172125,파운더,18151800,2553,268,465,20170425
1148,9,OLD,20167363,히든 피겨스,16386900,2181,116,188,20170425
1149,10,OLD,20172641,마리안느와 마가렛,14520200,2118,61,103,20170425
1150,1,OLD,20162871,특별시민,1114329400,186007,1154,5445,20170426
1151,2,OLD,20161726,임금님의 사건수첩,640011200,108463,934,4670,20170426
1152,3,OLD,20167542,분노의 질주: 더 익스트림,444767700,73324,643,2487,20170426
1153,4,OLD,20151227,아빠는 딸,59578000,10101,360,789,20170426
1154,5,OLD,20164721,미녀와 야수,45554800,7663,258,430,20170426
1155,6,OLD,20173301,"서서평, 천천히 평온하게",18701700,3034,164,221,20170426
1156,7,OLD,20162722,보안관,19488000,2436,12,12,20170426
1157,8,OLD,20172541,오두막,13090200,1950,114,151,20170426
1158,9,OLD,20174561,더 플랜,10749900,1783,97,158,20170426
1159,10,OLD,20167363,히든 피겨스,10832000,1729,52,71,20170426
1160,1,OLD,20162871,특별시민,817411300,110872,1132,5565,20170427
1161,2,OLD,20161726,임금님의 사건수첩,562468200,79824,966,4822,20170427
1162,3,OLD,20167542,분노의 질주: 더 익스트림,362487500,48097,630,2495,20170427
1163,4,OLD,20151227,아빠는 딸,46385100,6448,346,770,20170427
1164,5,OLD,20173301,"서서평, 천천히 평온하게",40888600,5807,197,280,20170427
1165,6,NEW,20175142,극장판 쿠로코의 농구 라스트 게임,38961500,5394,96,213,20170427
1166,7,OLD,20164721,미녀와 야수,37018100,4994,231,380,20170427
1167,8,NEW,20174165,극장판 또봇: 로봇군단의 습격,22495600,3017,143,196,20170427
1168,9,NEW,20173961,킹 아서: 제왕의 검,25458000,2871,7,7,20170427
1169,10,OLD,20164829,나는 부정한다,11507800,1588,102,181,20170427
1170,1,OLD,20162871,특별시민,1099516418,134485,1150,5597,20170428
1171,2,OLD,20161726,임금님의 사건수첩,802370765,99361,979,4919,20170428
1172,3,OLD,20167542,분노의 질주: 더 익스트림,621684818,75156,659,2497,20170428
1173,4,OLD,20173301,"서서평, 천천히 평온하게",93373700,12253,234,317,20170428
1174,5,OLD,20151227,아빠는 딸,76737717,9920,331,693,20170428
1175,6,OLD,20161665,스머프: 비밀의 숲,65677100,9077,384,657,20170428
1176,7,OLD,20164721,미녀와 야수,59362100,7294,214,331,20170428
1177,8,OLD,20162722,보안관,58540000,6240,31,31,20170428
1178,9,OLD,20175142,극장판 쿠로코의 농구 라스트 게임,24365000,3107,88,189,20170428
1179,10,OLD,20174165,극장판 또봇: 로봇군단의 습격,20581700,2502,139,200,20170428
1180,1,OLD,20162871,특별시민,2011128527,240988,1148,5675,20170429
1181,2,OLD,20161726,임금님의 사건수첩,1674007453,202606,1054,5254,20170429
1182,3,OLD,20167542,분노의 질주: 더 익스트림,1154378227,136724,697,2564,20170429
1183,4,OLD,20161665,스머프: 비밀의 숲,516485700,69137,545,1210,20170429
1184,5,OLD,20174165,극장판 또봇: 로봇군단의 습격,201904200,25599,222,474,20170429
1185,6,OLD,20164721,미녀와 야수,123557300,14999,238,393,20170429
1186,7,OLD,20151227,아빠는 딸,96259220,12238,301,563,20170429
1187,8,OLD,20173301,"서서평, 천천히 평온하게",59894300,7912,197,270,20170429
1188,9,OLD,20175142,극장판 쿠로코의 농구 라스트 게임,27902000,3531,92,195,20170429
1189,10,OLD,20164829,나는 부정한다,24493500,2955,94,157,20170429
1190,1,OLD,20162871,특별시민,1874862400,223261,1113,5458,20170430
1191,2,OLD,20161726,임금님의 사건수첩,1790546200,215703,1029,5155,20170430
1192,3,OLD,20167542,분노의 질주: 더 익스트림,1198563100,141287,715,2610,20170430
1193,4,OLD,20161665,스머프: 비밀의 숲,606133100,80084,607,1366,20170430
1194,5,OLD,20174165,극장판 또봇: 로봇군단의 습격,187728800,23747,231,499,20170430
1195,6,OLD,20164721,미녀와 야수,131914600,15987,239,393,20170430
1196,7,OLD,20151227,아빠는 딸,91283500,11576,301,542,20170430
1197,8,OLD,20173301,"서서평, 천천히 평온하게",62534000,7954,179,252,20170430
1198,9,OLD,20164829,나는 부정한다,23818100,2865,96,155,20170430
1199,10,OLD,20175142,극장판 쿠로코의 농구 라스트 게임,21091500,2698,93,192,20170430
1200,1,OLD,20161726,임금님의 사건수첩,1162464800,158053,989,4983,20170501
1201,2,OLD,20162871,특별시민,1100381300,149835,1087,5255,20170501
1202,3,OLD,20167542,분노의 질주: 더 익스트림,794300600,106836,755,2802,20170501
1203,4,OLD,20161665,스머프: 비밀의 숲,283685000,41692,537,1176,20170501
1204,5,OLD,20174165,극장판 또봇: 로봇군단의 습격,97432200,13727,187,415,20170501
1205,6,OLD,20164721,미녀와 야수,96551700,13249,250,411,20170501
1206,7,OLD,20151227,아빠는 딸,53412500,7570,300,554,20170501
1207,8,OLD,20173301,"서서평, 천천히 평온하게",47282900,6683,194,287,20170501
1208,9,OLD,20164829,나는 부정한다,18950500,2583,92,150,20170501
1209,10,OLD,20172541,오두막,17456100,2480,31,51,20170501
1210,1,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,1240607700,148071,1033,2563,20170502
1211,2,OLD,20161726,임금님의 사건수첩,746988900,102367,1038,4284,20170502
1212,3,OLD,20162871,특별시민,599428500,82119,1134,4327,20170502
1213,4,OLD,20167542,분노의 질주: 더 익스트림,465023500,63166,725,2169,20170502
1214,5,OLD,20161665,스머프: 비밀의 숲,151245900,23224,508,998,20170502
1215,6,OLD,20164721,미녀와 야수,61908300,8490,215,341,20170502
1216,7,OLD,20151227,아빠는 딸,40737900,5963,278,433,20170502
1217,8,OLD,20173301,"서서평, 천천히 평온하게",35569300,5134,186,267,20170502
1218,9,NEW,20162722,보안관,42213000,5028,24,24,20170502
1219,10,OLD,20174165,극장판 또봇: 로봇군단의 습격,26019500,3656,159,312,20170502
1220,1,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,3708346100,422412,1166,5365,20170503
1221,2,NEW,20174061,보스 베이비,1841294400,237463,799,2661,20170503
1222,3,OLD,20162722,보안관,1707833700,206706,669,2682,20170503
1223,4,OLD,20161726,임금님의 사건수첩,1050917600,128812,640,2177,20170503
1224,5,OLD,20162871,특별시민,597927800,72290,597,1849,20170503
1225,6,OLD,20167542,분노의 질주: 더 익스트림,465764200,55437,451,987,20170503
1226,7,OLD,20161665,스머프: 비밀의 숲,311594200,41381,428,685,20170503
1227,8,OLD,20173061,슈퍼 빼꼼: 스파이 대작전,145901900,20063,307,420,20170503
1228,9,OLD,20174165,극장판 또봇: 로봇군단의 습격,106950100,13710,150,209,20170503
1229,10,NEW,20174501,오즈의 마법사 2,54821600,7009,142,182,20170503
1230,1,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,2129890000,269106,1154,5308,20170504
1231,2,OLD,20174061,보스 베이비,1410795500,202935,863,2743,20170504
1232,3,OLD,20162722,보안관,1426211000,193863,758,2864,20170504
1233,4,OLD,20161726,임금님의 사건수첩,630301700,86504,646,2163,20170504
1234,5,OLD,20167542,분노의 질주: 더 익스트림,308482800,41125,462,1004,20170504
1235,6,OLD,20162871,특별시민,263029500,35640,549,1565,20170504
1236,7,OLD,20161665,스머프: 비밀의 숲,210098600,31826,422,642,20170504
1237,8,OLD,20173061,슈퍼 빼꼼: 스파이 대작전,91180800,13913,315,424,20170504
1238,9,OLD,20174165,극장판 또봇: 로봇군단의 습격,61868600,9012,134,192,20170504
1239,10,OLD,20175142,극장판 쿠로코의 농구 라스트 게임,45872000,6665,73,107,20170504
1240,1,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,3269303748,373681,1218,5221,20170505
1241,2,OLD,20174061,보스 베이비,2753672236,352637,1116,3631,20170505
1242,3,OLD,20162722,보안관,2320947094,281401,878,3062,20170505
1243,4,OLD,20161726,임금님의 사건수첩,1055355158,130495,663,1996,20170505
1244,5,OLD,20161665,스머프: 비밀의 숲,394813200,51877,488,856,20170505
1245,6,OLD,20167542,분노의 질주: 더 익스트림,428620500,50923,444,863,20170505
1246,7,OLD,20162871,특별시민,367265500,44484,510,1140,20170505
1247,8,OLD,20173061,슈퍼 빼꼼: 스파이 대작전,162003500,21958,358,528,20170505
1248,9,OLD,20174165,극장판 또봇: 로봇군단의 습격,133910300,17149,182,294,20170505
1249,10,OLD,20164721,미녀와 야수,40316900,4737,58,77,20170505
1250,1,OLD,20162722,보안관,2452801346,294102,1069,3812,20170506
1251,2,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,2557936407,286689,1133,4914,20170506
1252,3,OLD,20174061,보스 베이비,1742628799,219836,1033,3468,20170506
1253,4,OLD,20161726,임금님의 사건수첩,787254247,95953,668,2003,20170506
1254,5,OLD,20167542,분노의 질주: 더 익스트림,375093700,44131,451,941,20170506
1255,6,OLD,20162871,특별시민,226347500,27522,479,1019,20170506
1256,7,OLD,20161665,스머프: 비밀의 숲,154270100,20561,421,676,20170506
1257,8,OLD,20173061,슈퍼 빼꼼: 스파이 대작전,71142200,9731,308,437,20170506
1258,9,OLD,20174165,극장판 또봇: 로봇군단의 습격,58932300,7504,148,225,20170506
1259,10,NEW,20170321,목소리의 형태,29684200,3501,34,34,20170506
1260,1,OLD,20162722,보안관,2210941500,261919,1091,4030,20170507
1261,2,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,1984075400,223461,1084,4619,20170507
1262,3,OLD,20174061,보스 베이비,1533772700,192172,996,3356,20170507
1263,4,OLD,20161726,임금님의 사건수첩,564665000,68526,678,1961,20170507
1264,5,OLD,20167542,분노의 질주: 더 익스트림,262152100,30612,446,937,20170507
1265,6,OLD,20162871,특별시민,147873200,17950,476,947,20170507
1266,7,OLD,20161665,스머프: 비밀의 숲,119137100,15744,416,643,20170507
1267,8,OLD,20173061,슈퍼 빼꼼: 스파이 대작전,58251800,7770,304,414,20170507
1268,9,OLD,20174165,극장판 또봇: 로봇군단의 습격,48911300,6148,139,201,20170507
1269,10,OLD,20173301,"서서평, 천천히 평온하게",28101000,3588,102,127,20170507
1270,1,OLD,20162722,보안관,1106714000,149813,947,4299,20170508
1271,2,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,823989500,102201,999,4445,20170508
1272,3,OLD,20174061,보스 베이비,364931400,48542,771,2660,20170508
1273,4,OLD,20161726,임금님의 사건수첩,237734900,32564,601,2091,20170508
1274,5,OLD,20167542,분노의 질주: 더 익스트림,136234300,18064,439,1002,20170508
1275,6,OLD,20162871,특별시민,84389000,11613,478,1046,20170508
1276,7,OLD,20173301,"서서평, 천천히 평온하게",16071500,2276,104,145,20170508
1277,8,NEW,20156708,석조저택 살인사건,14560000,1820,9,9,20170508
1278,9,OLD,20161665,스머프: 비밀의 숲,9753600,1501,233,296,20170508
1279,10,OLD,20163185,언노운 걸,9070300,1235,61,83,20170508
1280,1,OLD,20179382,에이리언: 커버넌트,2310310850,279185,841,3592,20170509
1281,2,OLD,20174061,보스 베이비,1999922200,261424,764,2524,20170509
1282,3,OLD,20162722,보안관,1988366800,241627,806,3366,20170509
1283,4,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,1592356800,183247,748,2884,20170509
1284,5,OLD,20156708,석조저택 살인사건,686422300,84068,493,1921,20170509
1285,6,OLD,20170321,목소리의 형태,576663700,74057,450,1019,20170509
1286,7,OLD,20161726,임금님의 사건수첩,275732000,35102,433,888,20170509
1287,8,OLD,20161665,스머프: 비밀의 숲,131901700,17896,247,318,20170509
1288,9,OLD,20167542,분노의 질주: 더 익스트림,88767500,10874,195,289,20170509
1289,10,OLD,20173061,슈퍼 빼꼼: 스파이 대작전,64007300,8979,185,211,20170509
1290,1,OLD,20179382,에이리언: 커버넌트,618071400,81345,769,3529,20170510
1291,2,OLD,20162722,보안관,481728600,65039,696,3229,20170510
1292,3,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,378461900,46708,692,2726,20170510
1293,4,OLD,20174061,보스 베이비,214795800,28623,529,1591,20170510
1294,5,OLD,20156708,석조저택 살인사건,187922200,25466,460,1952,20170510
1295,6,OLD,20170321,목소리의 형태,97900700,13125,438,1077,20170510
1296,7,OLD,20161726,임금님의 사건수첩,62439200,8766,410,879,20170510
1297,8,OLD,20167542,분노의 질주: 더 익스트림,32380800,4358,191,323,20170510
1298,9,OLD,20173301,"서서평, 천천히 평온하게",18129800,2722,83,113,20170510
1299,10,OLD,20162871,특별시민,12156400,1741,142,209,20170510
1300,1,OLD,20179382,에이리언: 커버넌트,555823000,72975,790,3541,20170511
1301,2,OLD,20162722,보안관,474274400,64302,699,3217,20170511
1302,3,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,354835700,43911,694,2665,20170511
1303,4,OLD,20174061,보스 베이비,207525900,27873,550,1553,20170511
1304,5,OLD,20156708,석조저택 살인사건,199915400,26492,460,1921,20170511
1305,6,OLD,20170321,목소리의 형태,83631800,11127,446,1070,20170511
1306,7,OLD,20161726,임금님의 사건수첩,55791700,8178,418,832,20170511
1307,8,NEW,20164844,불한당: 나쁜 놈들의 세상,42598000,5321,22,23,20170511
1308,9,OLD,20175142,극장판 쿠로코의 농구 라스트 게임,31102000,4377,55,78,20170511
1309,10,OLD,20167542,분노의 질주: 더 익스트림,26715900,3549,181,287,20170511
1310,1,OLD,20179382,에이리언: 커버넌트,916071355,107955,830,3701,20170512
1311,2,OLD,20162722,보안관,709803222,86702,748,3367,20170512
1312,3,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,578912978,65437,683,2715,20170512
1313,4,OLD,20174061,보스 베이비,346819622,42863,579,1652,20170512
1314,5,OLD,20156708,석조저택 살인사건,283134845,35076,472,1947,20170512
1315,6,OLD,20170321,목소리의 형태,148755455,18056,464,1088,20170512
1316,7,OLD,20161726,임금님의 사건수첩,80160500,10334,429,837,20170512
1317,8,OLD,20167542,분노의 질주: 더 익스트림,37685600,4449,178,282,20170512
1318,9,OLD,20164844,불한당: 나쁜 놈들의 세상,28984000,2983,7,8,20170512
1319,10,OLD,20173301,"서서평, 천천히 평온하게",13625900,1784,78,105,20170512
1320,1,OLD,20179382,에이리언: 커버넌트,1943969759,226810,822,3634,20170513
1321,2,OLD,20162722,보안관,1475699847,174313,758,3352,20170513
1322,3,OLD,20174061,보스 베이비,1154176047,144673,720,2363,20170513
1323,4,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,1254581353,140079,734,2649,20170513
1324,5,OLD,20156708,석조저택 살인사건,518259241,61720,539,1906,20170513
1325,6,OLD,20170321,목소리의 형태,326294459,40387,464,1007,20170513
1326,7,NEW,20173961,킹 아서: 제왕의 검,211413700,23795,253,711,20170513
1327,8,OLD,20161726,임금님의 사건수첩,104407900,12979,335,599,20170513
1328,9,OLD,20167542,분노의 질주: 더 익스트림,61752300,7257,153,224,20170513
1329,10,OLD,20161665,스머프: 비밀의 숲,47745600,6475,201,240,20170513
1330,1,OLD,20179382,에이리언: 커버넌트,1616139800,189844,836,3544,20170514
1331,2,OLD,20162722,보안관,1389646100,164624,751,3236,20170514
1332,3,OLD,20174061,보스 베이비,1289171600,160758,723,2363,20170514
1333,4,OLD,20163603,가디언즈 오브 갤럭시 VOL. 2,1067398100,120264,720,2552,20170514
1334,5,OLD,20156708,석조저택 살인사건,451035600,53527,538,1847,20170514
1335,6,OLD,20170321,목소리의 형태,288840300,36149,466,988,20170514
1336,7,OLD,20173961,킹 아서: 제왕의 검,202530600,23119,256,684,20170514
1337,8,OLD,20161726,임금님의 사건수첩,94455000,11748,341,582,20170514
1338,9,OLD,20161665,스머프: 비밀의 숲,50097700,6594,198,238,20170514
1339,10,OLD,20167542,분노의 질주: 더 익스트림,48298900,5662,150,222,20170514
