,rank,rankOldAndNew,movieCd,movieNm,salesAmt,audiCnt,scrnCnt,showCnt,targetDate
2685,6,OLD,20177541,아메리칸 메이드,35572600,4983,405,931,20170926
2686,7,OLD,20168241,잃어버린 도시 Z,24110700,3346,352,793,20170926
2687,8,OLD,20166132,김광석,24585500,3233,54,120,20170926
2688,9,OLD,20172742,범죄도시,23442000,2905,18,18,20170926
2689,10,OLD,20165450,남한산성,28977800,2888,23,23,20170926
2690,1,OLD,20175222,킹스맨: 골든 서클,3056786300,481948,1687,7621,20170927
2691,2,OLD,20174142,아이 캔 스피크,728527400,126570,934,3952,20170927
2692,3,OLD,20154909,살인자의 기억법,106254900,17697,503,1237,20170927
2693,4,OLD,20171090,베이비 드라이버,50197300,8548,335,649,20170927
2694,5,NEW,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,36674500,5975,324,416,20170927
2695,6,OLD,20173945,인비저블 게스트,25720200,4171,138,234,20170927
2696,7,OLD,20171962,킬러의 보디가드,21667800,3500,162,291,20170927
2697,8,OLD,20165450,남한산성,21644000,2889,15,15,20170927
2698,9,OLD,20166132,김광석,16719400,2755,58,99,20170927
2699,10,OLD,20171312,우리의 20세기,9725000,1475,87,127,20170927
2700,1,OLD,20175222,킹스맨: 골든 서클,2166554100,278537,1582,7626,20170928
2701,2,OLD,20174142,아이 캔 스피크,518518100,72396,887,3969,20170928
2702,3,OLD,20154909,살인자의 기억법,81370500,11108,461,1085,20170928
2703,4,OLD,20171090,베이비 드라이버,46009700,6100,276,550,20170928
2704,5,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,27716400,3712,276,332,20170928
2705,6,OLD,20170364,레고 닌자고 무비,25104500,3588,296,426,20170928
2706,7,OLD,20166132,김광석,21959200,2978,87,149,20170928
2707,8,OLD,20165450,남한산성,21272000,2658,12,13,20170928
2708,9,OLD,20173945,인비저블 게스트,19301700,2571,96,177,20170928
2709,10,OLD,20171962,킬러의 보디가드,16977400,2214,146,243,20170928
2710,1,OLD,20175222,킹스맨: 골든 서클,2979805876,345663,1594,7905,20170929
2711,2,OLD,20174142,아이 캔 스피크,928975874,119762,937,4219,20170929
2712,3,OLD,20154909,살인자의 기억법,146719500,18603,458,1090,20170929
2713,4,OLD,20171090,베이비 드라이버,88902774,11252,305,584,20170929
2714,5,OLD,20171962,킬러의 보디가드,39411600,4733,150,260,20170929
2715,6,OLD,20173945,인비저블 게스트,37125900,4521,107,203,20170929
2716,7,OLD,20165450,남한산성,36902000,4310,23,23,20170929
2717,8,OLD,20170364,레고 닌자고 무비,29840100,3861,304,425,20170929
2718,9,OLD,20166132,김광석,25549300,3064,101,174,20170929
2719,10,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,19198400,2524,256,309,20170929
2720,1,OLD,20175222,킹스맨: 골든 서클,5286736020,618884,1677,8543,20170930
2721,2,OLD,20174142,아이 캔 스피크,1614206780,202900,901,4303,20170930
2722,3,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,295411400,39827,478,920,20170930
2723,4,OLD,20170364,레고 닌자고 무비,232761700,31201,436,805,20170930
2724,5,OLD,20154909,살인자의 기억법,205946100,25586,453,953,20170930
2725,6,OLD,20171090,베이비 드라이버,98443280,12118,277,470,20170930
2726,7,OLD,20171962,킬러의 보디가드,72039100,11693,156,271,20170930
2727,8,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,50505000,7192,128,254,20170930
2728,9,OLD,20166132,김광석,50284100,6086,129,225,20170930
2729,10,OLD,20173945,인비저블 게스트,46539400,5718,109,180,20170930
2730,1,OLD,20175222,킹스맨: 골든 서클,5369227400,619904,1678,8530,20171001
2731,2,OLD,20174142,아이 캔 스피크,1848068600,226757,897,4262,20171001
2732,3,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,298315100,39598,485,963,20171001
2733,4,OLD,20170364,레고 닌자고 무비,245057000,32228,459,828,20171001
2734,5,OLD,20154909,살인자의 기억법,235672700,28608,460,935,20171001
2735,6,OLD,20171962,킬러의 보디가드,84443500,14014,162,274,20171001
2736,7,OLD,20171090,베이비 드라이버,104083100,12584,280,476,20171001
2737,8,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,60569000,8599,129,262,20171001
2738,9,OLD,20173945,인비저블 게스트,52774100,6275,103,178,20171001
2739,10,OLD,20166132,김광석,48533200,5738,123,212,20171001
2740,1,OLD,20175222,킹스맨: 골든 서클,3667209900,475202,1661,8436,20171002
2741,2,OLD,20174142,아이 캔 스피크,1596664100,219081,921,4352,20171002
2742,3,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,226843300,33487,486,953,20171002
2743,4,OLD,20170364,레고 닌자고 무비,194563100,28597,453,832,20171002
2744,5,OLD,20154909,살인자의 기억법,194182700,26070,451,924,20171002
2745,6,OLD,20171962,킬러의 보디가드,79526000,13216,169,289,20171002
2746,7,OLD,20171090,베이비 드라이버,94625700,12741,279,486,20171002
2747,8,NEW,20165450,남한산성,77640000,9722,40,41,20171002
2748,9,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,53416500,8238,135,275,20171002
2749,10,OLD,20173945,인비저블 게스트,46367700,6209,101,173,20171002
2750,1,OLD,20165450,남한산성,3669119900,444585,1125,5284,20171003
2751,2,OLD,20175222,킹스맨: 골든 서클,2389982500,271178,1015,4636,20171003
2752,3,NEW,20172742,범죄도시,1377207900,164399,600,2395,20171003
2753,4,OLD,20174142,아이 캔 스피크,1155429400,139816,717,2592,20171003
2754,5,NEW,20171817,넛잡 2,205463700,27229,454,754,20171003
2755,6,NEW,20170964,딥,193615100,24826,422,654,20171003
2756,7,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,69926200,9233,212,262,20171003
2757,8,NEW,20171369,매직울프,62412800,8332,168,290,20171003
2758,9,OLD,20171962,킬러의 보디가드,49068700,8312,114,187,20171003
2759,10,OLD,20170364,레고 닌자고 무비,50615800,6694,180,197,20171003
2760,1,OLD,20165450,남한산성,4655991000,552722,1165,5390,20171004
2761,2,OLD,20175222,킹스맨: 골든 서클,2508907600,280831,995,4426,20171004
2762,3,OLD,20172742,범죄도시,1737787900,206458,687,2464,20171004
2763,4,OLD,20174142,아이 캔 스피크,1622726150,194624,774,2691,20171004
2764,5,OLD,20171817,넛잡 2,178591100,22722,449,721,20171004
2765,6,OLD,20170964,딥,149447700,18543,411,640,20171004
2766,7,OLD,20171962,킬러의 보디가드,63747900,10860,114,199,20171004
2767,8,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,49208000,6237,183,230,20171004
2768,9,OLD,20170364,레고 닌자고 무비,32982200,4140,150,163,20171004
2769,10,OLD,20171369,매직울프,22094100,2703,140,211,20171004
2770,1,OLD,20165450,남한산성,4940801300,599797,1205,5528,20171005
2771,2,OLD,20175222,킹스맨: 골든 서클,2702210100,306471,945,4011,20171005
2772,3,OLD,20172742,범죄도시,2305372600,277219,871,2966,20171005
2773,4,OLD,20174142,아이 캔 스피크,1656946500,203407,806,2806,20171005
2774,5,OLD,20171817,넛잡 2,318327200,41723,453,766,20171005
2775,6,OLD,20170964,딥,254461300,32431,441,698,20171005
2776,7,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,89322400,11767,198,254,20171005
2777,8,OLD,20171962,킬러의 보디가드,63333500,10780,112,181,20171005
2778,9,OLD,20170364,레고 닌자고 무비,55619100,7208,144,164,20171005
2779,10,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,31211000,4287,107,174,20171005
2780,1,OLD,20165450,남한산성,4731723954,582294,1221,5466,20171006
2781,2,OLD,20172742,범죄도시,2764014054,333298,1007,3460,20171006
2782,3,OLD,20175222,킹스맨: 골든 서클,2514100067,286426,910,3707,20171006
2783,4,OLD,20174142,아이 캔 스피크,1551230679,193628,790,2658,20171006
2784,5,OLD,20171817,넛잡 2,434294300,58114,476,785,20171006
2785,6,OLD,20170964,딥,309482300,40189,433,663,20171006
2786,7,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,106842700,14269,196,241,20171006
2787,8,NEW,20168282,블레이드 러너 2049,101636000,11660,153,153,20171006
2788,9,OLD,20171962,킬러의 보디가드,54802100,9290,120,172,20171006
2789,10,OLD,20170364,레고 닌자고 무비,62681200,8394,132,156,20171006
2790,1,OLD,20165450,남한산성,3471456338,424767,1229,5439,20171007
2791,2,OLD,20172742,범죄도시,3087016738,369907,1158,4065,20171007
2792,3,OLD,20175222,킹스맨: 골든 서클,1989296819,227000,878,3361,20171007
2793,4,OLD,20174142,아이 캔 스피크,1147597343,142788,783,2566,20171007
2794,5,OLD,20171817,넛잡 2,366651300,49030,485,808,20171007
2795,6,OLD,20170964,딥,219139600,28494,420,625,20171007
2796,7,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,94389400,12699,195,250,20171007
2797,8,OLD,20168282,블레이드 러너 2049,77295600,8847,155,155,20171007
2798,9,OLD,20170364,레고 닌자고 무비,52503100,7012,138,158,20171007
2799,10,OLD,20171962,킬러의 보디가드,37449900,6328,115,160,20171007
2800,1,OLD,20172742,범죄도시,3573605100,425472,1315,4545,20171008
2801,2,OLD,20165450,남한산성,3004716900,365976,1203,5212,20171008
2802,3,OLD,20175222,킹스맨: 골든 서클,1795106500,203249,857,3199,20171008
2803,4,OLD,20174142,아이 캔 스피크,1027218200,126906,756,2457,20171008
2804,5,OLD,20171817,넛잡 2,356621600,47061,506,853,20171008
2805,6,OLD,20170964,딥,177598900,22745,414,593,20171008
2806,7,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,86139700,11413,211,258,20171008
2807,8,OLD,20168282,블레이드 러너 2049,77539700,8823,153,153,20171008
2808,9,OLD,20170364,레고 닌자고 무비,45623000,6053,137,155,20171008
2809,10,OLD,20171962,킬러의 보디가드,31201100,5286,104,146,20171008
2810,1,OLD,20172742,범죄도시,3387916200,403114,1266,4784,20171009
2811,2,OLD,20165450,남한산성,2050060400,256815,1152,4835,20171009
2812,3,OLD,20175222,킹스맨: 골든 서클,1243415800,142491,793,2985,20171009
2813,4,OLD,20174142,아이 캔 스피크,879636800,111997,717,2349,20171009
2814,5,OLD,20171817,넛잡 2,459940900,62056,526,880,20171009
2815,6,OLD,20170964,딥,230761800,30334,416,602,20171009
2816,7,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,94481100,12816,198,258,20171009
2817,8,OLD,20170364,레고 닌자고 무비,58709800,7940,144,161,20171009
2818,9,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,36287000,5105,96,145,20171009
2819,10,OLD,20171962,킬러의 보디가드,26962900,4557,93,133,20171009
2820,1,OLD,20172742,범죄도시,1342148600,178322,1020,4689,20171010
2821,2,OLD,20165450,남한산성,400933000,56673,1011,4332,20171010
2822,3,OLD,20175222,킹스맨: 골든 서클,352722200,45508,725,2918,20171010
2823,4,OLD,20174142,아이 캔 스피크,147187300,20777,614,2166,20171010
2824,5,NEW,20154907,희생부활자,22902000,2895,9,9,20171010
2825,6,OLD,20171312,우리의 20세기,10207700,1546,62,87,20171010
2826,7,OLD,20171817,넛잡 2,9811900,1454,236,293,20171010
2827,8,OLD,20170964,딥,7088500,1169,167,181,20171010
2828,9,OLD,20173092,어메이징 메리,7637500,1083,57,109,20171010
2829,10,OLD,20171962,킬러의 보디가드,5929500,1000,94,146,20171010
2830,1,OLD,20172742,범죄도시,1332961800,177691,1045,4819,20171011
2831,2,OLD,20165450,남한산성,407708900,57962,1005,4235,20171011
2832,3,OLD,20175222,킹스맨: 골든 서클,327388000,42007,700,2880,20171011
2833,4,OLD,20174142,아이 캔 스피크,180454900,25723,593,2168,20171011
2834,5,OLD,20171817,넛잡 2,12742500,2026,223,272,20171011
2835,6,OLD,20173092,어메이징 메리,10012000,1379,60,116,20171011
2836,7,OLD,20170964,딥,8687500,1279,166,186,20171011
2837,8,OLD,20171962,킬러의 보디가드,6269200,1060,98,145,20171011
2838,9,OLD,20169463,다시 태어나도 우리,6407500,913,37,60,20171011
2839,10,OLD,20171312,우리의 20세기,5540200,748,39,64,20171011
2840,1,OLD,20172742,범죄도시,1176894500,155478,898,3841,20171012
2841,2,NEW,20154907,희생부활자,359864000,49100,781,3808,20171012
2842,3,OLD,20165450,남한산성,293178900,41895,702,2370,20171012
2843,4,OLD,20168282,블레이드 러너 2049,288515000,35745,635,2198,20171012
2844,5,OLD,20175222,킹스맨: 골든 서클,212499900,27998,505,1626,20171012
2845,6,OLD,20174142,아이 캔 스피크,114015300,16737,475,1189,20171012
2846,7,OLD,20176767,"나는 내일, 어제의 너와 만난다",23924200,3230,147,430,20171012
2847,8,NEW,20172603,부라더,16540000,2351,8,9,20171012
2848,9,OLD,20171817,넛잡 2,7374000,1136,144,165,20171012
2849,10,NEW,20172942,나의 엔젤,6498500,957,80,162,20171012
2850,1,OLD,20172742,범죄도시,1647544963,195106,974,4187,20171013
2851,2,OLD,20154907,희생부활자,424223571,53819,770,3575,20171013
2852,3,OLD,20165450,남한산성,369514200,47562,692,2343,20171013
2853,4,OLD,20168282,블레이드 러너 2049,324608429,36650,664,2184,20171013
2854,5,OLD,20175222,킹스맨: 골든 서클,306182808,35902,525,1638,20171013
2855,6,OLD,20174142,아이 캔 스피크,175094400,23524,517,1234,20171013
2856,7,OLD,20176767,"나는 내일, 어제의 너와 만난다",64498500,7577,155,437,20171013
2857,8,OLD,20171817,넛잡 2,12591500,1957,150,167,20171013
2858,9,NEW,20164424,대장 김창수,15394800,1803,12,12,20171013
2859,10,OLD,20173092,어메이징 메리,9712500,1264,42,85,20171013
2860,1,OLD,20172742,범죄도시,3385157918,396245,1127,5215,20171014
2861,2,OLD,20165450,남한산성,660539400,80501,668,2311,20171014
2862,3,OLD,20154907,희생부활자,609984164,74141,676,3070,20171014
2863,4,OLD,20168282,블레이드 러너 2049,586350636,64657,617,2029,20171014
2864,5,OLD,20175222,킹스맨: 골든 서클,549454546,63696,543,1642,20171014
2865,6,OLD,20174142,아이 캔 스피크,308027600,38123,489,1201,20171014
2866,7,OLD,20171817,넛잡 2,127135000,17149,386,572,20171014
2867,8,OLD,20176767,"나는 내일, 어제의 너와 만난다",145326700,17031,164,388,20171014
2868,9,OLD,20170964,딥,48586600,6380,202,268,20171014
2869,10,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,17945200,2338,76,93,20171014
2870,1,OLD,20172742,범죄도시,3091097200,360349,1116,5224,20171015
2871,2,OLD,20165450,남한산성,632397900,77188,646,2259,20171015
2872,3,OLD,20154907,희생부활자,509717900,61674,638,2818,20171015
2873,4,OLD,20168282,블레이드 러너 2049,503974000,56613,590,1921,20171015
2874,5,OLD,20175222,킹스맨: 골든 서클,453251700,52430,529,1614,20171015
2875,6,OLD,20174142,아이 캔 스피크,280653900,34703,482,1159,20171015
2876,7,OLD,20171817,넛잡 2,159241700,20989,388,587,20171015
2877,8,OLD,20176767,"나는 내일, 어제의 너와 만난다",167968100,19724,206,489,20171015
2878,9,OLD,20170964,딥,56001000,7187,202,269,20171015
2879,10,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,26690000,3438,78,92,20171015
2880,1,OLD,20172742,범죄도시,1008812400,132489,1039,4852,20171016
2881,2,OLD,20165450,남한산성,189482700,26676,643,2191,20171016
2882,3,OLD,20175222,킹스맨: 골든 서클,162345500,21345,510,1615,20171016
2883,4,OLD,20154907,희생부활자,142504600,19362,613,2533,20171016
2884,5,OLD,20168282,블레이드 러너 2049,129309700,15930,572,1799,20171016
2885,6,OLD,20174142,아이 캔 스피크,90413900,12953,475,1220,20171016
2886,7,OLD,20176767,"나는 내일, 어제의 너와 만난다",64244000,8448,183,520,20171016
2887,8,OLD,20164424,대장 김창수,35640000,4455,24,25,20171016
2888,9,OLD,20171817,넛잡 2,5633400,879,135,148,20171016
2889,10,OLD,20175943,주키퍼스 와이프,5032000,705,92,164,20171016
2890,1,OLD,20172742,범죄도시,968249600,127832,1070,4857,20171017
2891,2,OLD,20165450,남한산성,183531000,26446,674,2180,20171017
2892,3,OLD,20154907,희생부활자,158104200,21692,630,2456,20171017
2893,4,OLD,20175222,킹스맨: 골든 서클,141347000,18669,514,1603,20171017
2894,5,OLD,20168282,블레이드 러너 2049,124464800,15583,564,1759,20171017
2895,6,OLD,20174142,아이 캔 스피크,98103700,14416,492,1206,20171017
2896,7,OLD,20176767,"나는 내일, 어제의 너와 만난다",63645000,8484,194,543,20171017
2897,8,OLD,20164424,대장 김창수,38548800,5114,43,43,20171017
2898,9,NEW,20172603,부라더,39794500,4942,21,21,20171017
2899,10,OLD,20158047,발레리안: 천 개 행성의 도시,7016000,1406,20,20,20171017
2900,1,OLD,20172742,범죄도시,972578000,128403,1074,4936,20171018
2901,2,OLD,20165450,남한산성,185601200,26315,653,2137,20171018
2902,3,OLD,20154907,희생부활자,129406600,18054,606,2352,20171018
2903,4,OLD,20175222,킹스맨: 골든 서클,135505500,17952,510,1577,20171018
2904,5,OLD,20174142,아이 캔 스피크,111743900,16538,498,1232,20171018
2905,6,OLD,20168282,블레이드 러너 2049,133348600,16299,549,1712,20171018
2906,7,OLD,20176767,"나는 내일, 어제의 너와 만난다",69791400,9352,183,562,20171018
2907,8,OLD,20172603,부라더,51449000,6066,28,28,20171018
2908,9,NEW,20172064,마더!,13411800,1491,17,17,20171018
2909,10,OLD,20171817,넛잡 2,7591000,1205,131,148,20171018
2910,1,OLD,20172742,범죄도시,894168800,117775,826,3730,20171019
2911,2,OLD,20173694,지오스톰,699873800,87805,669,3353,20171019
2912,3,OLD,20164424,대장 김창수,319668700,44469,734,3091,20171019
2913,4,OLD,20165450,남한산성,90976400,13110,436,1020,20171019
2914,5,OLD,20175222,킹스맨: 골든 서클,64536100,8586,302,553,20171019
2915,6,NEW,20173806,노 게임 노 라이프 -제로-,67287000,8513,69,169,20171019
2916,7,OLD,20174142,아이 캔 스피크,51945700,7925,242,380,20171019
2917,8,OLD,20172064,마더!,51129800,6976,371,977,20171019
2918,9,OLD,20176767,"나는 내일, 어제의 너와 만난다",46968300,6199,136,378,20171019
2919,10,OLD,20168282,블레이드 러너 2049,34446700,4585,266,437,20171019
2920,1,OLD,20172742,범죄도시,1404829044,166800,885,3935,20171020
2921,2,OLD,20173694,지오스톰,1130813033,133276,780,3667,20171020
2922,3,OLD,20164424,대장 김창수,395222256,51214,748,3010,20171020
2923,4,OLD,20165450,남한산성,120194000,15706,451,1033,20171020
2924,5,OLD,20175222,킹스맨: 골든 서클,91908600,10829,310,558,20171020
2925,6,OLD,20176767,"나는 내일, 어제의 너와 만난다",79495200,9560,141,398,20171020
2926,7,OLD,20174142,아이 캔 스피크,58002100,8040,238,385,20171020
2927,8,OLD,20173806,노 게임 노 라이프 -제로-,65655700,7413,93,215,20171020
2928,9,OLD,20172064,마더!,52335589,6383,398,946,20171020
2929,10,OLD,20168282,블레이드 러너 2049,51498200,6101,267,431,20171020
2930,1,OLD,20172742,범죄도시,2747994941,321311,994,4596,20171021
2931,2,OLD,20173694,지오스톰,2188275334,249965,847,4294,20171021
2932,3,OLD,20164424,대장 김창수,628673759,78068,667,2851,20171021
2933,4,OLD,20165450,남한산성,199143600,24432,476,1076,20171021
2934,5,OLD,20175222,킹스맨: 골든 서클,158682100,18355,311,570,20171021
2935,6,OLD,20176767,"나는 내일, 어제의 너와 만난다",130133300,15435,163,423,20171021
2936,7,OLD,20173806,노 게임 노 라이프 -제로-,124800000,14949,118,286,20171021
2937,8,OLD,20174142,아이 캔 스피크,90341000,11360,248,400,20171021
2938,9,OLD,20171817,넛잡 2,73946300,10074,260,383,20171021
2939,10,OLD,20168282,블레이드 러너 2049,81690100,9605,248,360,20171021
2940,1,OLD,20172742,범죄도시,2572164100,299116,986,4595,20171022
2941,2,OLD,20173694,지오스톰,1927735900,222256,854,4275,20171022
2942,3,OLD,20164424,대장 김창수,584959700,72199,638,2692,20171022
2943,4,OLD,20165450,남한산성,200085700,24339,450,1019,20171022
2944,5,OLD,20175222,킹스맨: 골든 서클,131762500,15283,309,542,20171022
2945,6,OLD,20176767,"나는 내일, 어제의 너와 만난다",128622500,15212,159,423,20171022
2946,7,OLD,20171817,넛잡 2,95691200,12463,265,391,20171022
2947,8,OLD,20173806,노 게임 노 라이프 -제로-,93348000,11195,121,281,20171022
2948,9,OLD,20174142,아이 캔 스피크,86936200,10882,258,400,20171022
2949,10,OLD,20168282,블레이드 러너 2049,76492000,9120,243,353,20171022
2950,1,OLD,20172742,범죄도시,824492100,109005,906,4246,20171023
2951,2,OLD,20173694,지오스톰,451613300,57979,774,3880,20171023
2952,3,OLD,20164424,대장 김창수,170136200,23463,610,2523,20171023
2953,4,OLD,20165450,남한산성,65910200,9246,429,1003,20171023
2954,5,OLD,20175222,킹스맨: 골든 서클,53480900,7090,297,565,20171023
2955,6,OLD,20176767,"나는 내일, 어제의 너와 만난다",40048600,5278,134,405,20171023
2956,7,OLD,20174142,아이 캔 스피크,34311000,5215,249,409,20171023
2957,8,OLD,20172064,마더!,29903500,4126,344,700,20171023
2958,9,OLD,20168282,블레이드 러너 2049,26508400,3531,242,380,20171023
2959,10,OLD,20176761,잠깐만 회사 좀 관두고 올게,20374000,2772,254,431,20171023
2960,1,OLD,20172742,범죄도시,757190300,100208,914,4261,20171024
2961,2,OLD,20173694,지오스톰,388892900,50612,768,3827,20171024
2962,3,OLD,20164424,대장 김창수,176586900,24971,635,2495,20171024
2963,4,OLD,20165450,남한산성,73959500,10521,446,1018,20171024
2964,5,OLD,20175222,킹스맨: 골든 서클,54327400,7164,297,564,20171024
2965,6,OLD,20176767,"나는 내일, 어제의 너와 만난다",38877500,5114,137,399,20171024
2966,7,OLD,20174142,아이 캔 스피크,31535800,4623,247,412,20171024
2967,8,OLD,20168282,블레이드 러너 2049,32540700,4309,265,404,20171024
2968,9,OLD,20172064,마더!,29724500,4107,341,690,20171024
2969,10,OLD,20176761,잠깐만 회사 좀 관두고 올게,21655600,2924,255,421,20171024
2970,1,OLD,20175121,토르: 라그나로크,2590457400,415741,1601,7965,20171025
2971,2,OLD,20172742,범죄도시,676147600,111470,696,2665,20171025
2972,3,OLD,20171024,너의 췌장을 먹고 싶어,223629700,38923,196,903,20171025
2973,4,OLD,20173694,지오스톰,209698400,36023,572,1584,20171025
2974,5,OLD,20164424,대장 김창수,83038200,14229,423,740,20171025
2975,6,OLD,20174142,아이 캔 스피크,61819000,14017,140,162,20171025
2976,7,OLD,20176767,"나는 내일, 어제의 너와 만난다",33236900,5620,137,271,20171025
2977,8,OLD,20165450,남한산성,32010500,5196,221,311,20171025
2978,9,OLD,20164481,유리정원,23059000,3933,332,627,20171025
2979,10,OLD,20172064,마더!,8993500,1386,118,142,20171025
2980,1,OLD,20175121,토르: 라그나로크,1698643400,217223,1513,7766,20171026
2981,2,OLD,20172742,범죄도시,612166500,81135,662,2697,20171026
2982,3,OLD,20171024,너의 췌장을 먹고 싶어,152235000,19506,201,904,20171026
2983,4,OLD,20173694,지오스톰,138157600,18643,517,1535,20171026
2984,5,NEW,20175208,뷰티풀 투모로우,83877200,9883,47,91,20171026
2985,6,OLD,20164424,대장 김창수,52712000,7970,353,596,20171026
2986,7,OLD,20165450,남한산성,35902000,5335,230,339,20171026
2987,8,OLD,20174142,아이 캔 스피크,25795800,4406,98,122,20171026
2988,9,OLD,20173806,노 게임 노 라이프 -제로-,31317700,4039,61,101,20171026
2989,10,OLD,20176767,"나는 내일, 어제의 너와 만난다",20223500,3209,128,259,20171026
2990,1,OLD,20175121,토르: 라그나로크,2696624817,316499,1554,8058,20171027
2991,2,OLD,20172742,범죄도시,909097722,107996,687,2863,20171027
2992,3,OLD,20171024,너의 췌장을 먹고 싶어,247873700,29630,218,940,20171027
2993,4,OLD,20173694,지오스톰,228523678,29376,546,1586,20171027
2994,5,OLD,20164424,대장 김창수,66304300,9534,358,612,20171027
2995,6,OLD,20165450,남한산성,50160700,6635,229,328,20171027
2996,7,OLD,20175208,뷰티풀 투모로우,50334300,5532,47,88,20171027
2997,8,OLD,20176767,"나는 내일, 어제의 너와 만난다",27249000,4265,128,276,20171027
2998,9,OLD,20164481,유리정원,20023000,2670,331,618,20171027
2999,10,OLD,20174142,아이 캔 스피크,17164700,2336,82,107,20171027
3000,1,OLD,20175121,토르: 라그나로크,5619909407,662646,1640,8765,20171028
3001,2,OLD,20172742,범죄도시,1618957524,190514,768,3237,20171028
3002,3,OLD,20171024,너의 췌장을 먹고 싶어,441380300,52788,213,975,20171028
3003,4,OLD,20173694,지오스톰,347154976,42469,516,1362,20171028
3004,5,OLD,20164424,대장 김창수,66805000,8764,315,518,20171028
3005,6,OLD,20176767,"나는 내일, 어제의 너와 만난다",45779000,7147,129,301,20171028
3006,7,OLD,20174103,배저로와 친구들: 신비한 모험,48890700,6840,287,376,20171028
3007,8,OLD,20165450,남한산성,54646500,6754,182,257,20171028
3008,9,OLD,20175208,뷰티풀 투모로우,52779900,5813,42,94,20171028
3009,10,OLD,20173806,노 게임 노 라이프 -제로-,44394400,5443,70,113,20171028
3010,1,OLD,20175121,토르: 라그나로크,5058404450,599966,1597,8534,20171029
3011,2,OLD,20172742,범죄도시,1516526700,177537,760,3211,20171029
3012,3,OLD,20171024,너의 췌장을 먹고 싶어,442659000,52875,218,985,20171029
3013,4,OLD,20173694,지오스톰,334337200,41114,512,1314,20171029
3014,5,OLD,20164424,대장 김창수,71526500,9272,318,511,20171029
3015,6,OLD,20165450,남한산성,63582500,7857,182,262,20171029
3016,7,OLD,20176767,"나는 내일, 어제의 너와 만난다",41676000,6794,131,297,20171029
3017,8,OLD,20174103,배저로와 친구들: 신비한 모험,45217400,6182,293,388,20171029
3018,9,OLD,20175208,뷰티풀 투모로우,51443000,5602,44,90,20171029
3019,10,OLD,20171817,넛잡 2,41251300,5261,140,184,20171029
3020,1,OLD,20175121,토르: 라그나로크,1189500500,152634,1448,7587,20171030
3021,2,OLD,20172742,범죄도시,557734200,74380,708,3109,20171030
3022,3,OLD,20171024,너의 췌장을 먹고 싶어,151344200,19389,196,940,20171030
3023,4,OLD,20173694,지오스톰,99246000,13429,474,1365,20171030
3024,5,OLD,20164424,대장 김창수,33404700,5022,338,567,20171030
3025,6,OLD,20165450,남한산성,26964700,3883,225,356,20171030
3026,7,OLD,20175208,뷰티풀 투모로우,21448700,2658,36,82,20171030
3027,8,OLD,20176767,"나는 내일, 어제의 너와 만난다",14876000,2434,126,286,20171030
3028,9,OLD,20174142,아이 캔 스피크,13354600,2335,89,120,20171030
3029,10,OLD,20172603,부라더,13912000,1951,6,6,20171030
3030,1,OLD,20175121,토르: 라그나로크,1080148250,140706,1456,7500,20171031
3031,2,OLD,20172742,범죄도시,545458400,73257,717,3096,20171031
3032,3,OLD,20171024,너의 췌장을 먹고 싶어,155660700,20128,200,929,20171031
3033,4,OLD,20173694,지오스톰,107979700,14776,483,1358,20171031
3034,5,OLD,20164424,대장 김창수,35054200,5493,335,586,20171031
3035,6,OLD,20165450,남한산성,31493400,4765,232,354,20171031
3036,7,OLD,20172603,부라더,23162900,3383,30,30,20171031
3037,8,OLD,20175208,뷰티풀 투모로우,21014900,2665,34,77,20171031
3038,9,OLD,20176767,"나는 내일, 어제의 너와 만난다",15132000,2451,134,289,20171031
3039,10,OLD,20177342,내게 남은 사랑을,17156000,2232,9,9,20171031
3040,1,OLD,20175121,토르: 라그나로크,997923900,129636,1431,7315,20171101
3041,2,OLD,20172742,범죄도시,484800300,64455,728,3153,20171101
3042,3,OLD,20171024,너의 췌장을 먹고 싶어,163485500,21004,189,901,20171101
