도서관명,열람좌석수
가온도서관,93
남산타운문화체육센터 어린이도서관,73
손기정 작은도서관,22
어울림도서관,130
가오도서관,300
용운도서관,350
가양도서관,263
판암도서관,80
무지개도서관,71
성남도서관,120
자양도서관,140
홍도도서관,100
부산진구어린이청소년도서관,173
연지동작은도서관,40
양정1동작은도서관,32
양정2동작은도서관,40
부암1동책마루작은도서관,20
당감1동작은도서관,50
당감4동사랑방마실작은도서관,25
개금2동행복마을작은도서관,30
범천2동작은도서관,10
초읍동책사랑방,3
전포1동밭개마을,10
전포2동북카페,12
당감2동북카페,10
가야1동가얏골미니도서관,8
가야2동책누리북카페,30
개금1동책사랑쉼터,5
개금2동책마루,3
중랑구립정보도서관,594
중랑구립면목정보도서관,227
중랑숲어린이도서관,173
중화어린이도서관,30
태백시립도서관,180
태백산소드림도서관,154
꿈나무도서관,87
꿈마을도서관,124
구로구립온누리도서관,70
개봉어린이도서관,77
하늘도서관,105
개봉도서관,61
글마루한옥어린이도서관,60
궁동어린이도서관,150
신도림어린이영어작은도서관,30
장기도서관,460
중봉도서관,600
양곡도서관,150
고촌도서관,162
통진도서관,404
거제도서관,538
거창도서관,225
고성도서관,471
김해도서관,1202
남지도서관,236
남해도서관,214
마산도서관,799
밀양도서관,273
사천도서관,200
산청도서관,189
삼천포도서관,212
양산도서관,485
의령도서관,267
지혜의바다,384
진동도서관,250
진양도서관,262
진영도서관,249
창녕도서관,339
창원도서관,1215
통영도서관,303
하남도서관,221
하동도서관,280
함안도서관,213
함양도서관,197
합천도서관,267
광진정보도서관,1295
중곡문화체육센터도서관,259
자양제4동도서관,98
구의제3동도서관,64
중곡1동새마을작은도서관,12
중곡2동새마을작은도서관,10
중곡3동새마을작은도서관,30
중곡4동새마을작은도서관,25
능동새마을작은도서관,10
구의1동새마을작은도서관,8
구의2동새마을작은도서관,16
광장동새마을작은도서관,15
자양1동새마을작은도서관,6
자양2동새마을작은도서관,17
자양3동새마을작은도서관,20
자양4동새마을작은도서관,12
화양동새마을작은도서관,10
군자동새마을작은도서관,10
자양전통시장작은도서관,20
날마다자라는나무,12
새빛작은도서관,30
예드림문고,50
평강마을도서관,50
푸른꿈도서관,20
광장현대파크빌도서관,17
중곡교회작은도서관,12
아름드리작은도서관,20
어린이도서관주영심나무,50
아차산아래작은도서관놀자,35
하람도서관,12
운룡도서관,18
더바움지식문화작은도서관,12
성신비전스쿨도서관,20
이룸도서관,8
배움의기쁨작은도서관,50
사람아이앤지작은도서관,40
샘터작은도서관,25
AB돌봄카페,6
기장도서관,524
정관도서관,637
정관어린이도서관,90
기장디지털도서관,20
대라다목적도서관,218
충청남도학생교육문화원,543
충청남도평생교육원,1319
충청남도남부평생학습관,972
충남서부평생학습관,1113
천안성환도서관,366
공주도서관,230
공주유구도서관,184
보령도서관,300
보령웅천도서관,170
아산도서관,400
서산해미도서관,200
당진도서관,360
금산도서관,316
부여도서관,339
서천도서관,139
청양도서관,453
홍성도서관,516
예산도서관,309
태안도서관,330
내가도서관,60
강화도서관,241
중앙도서관,200
쌍용도서관,404
성거도서관,160
아우내도서관,37
도솔도서관,180
두정도서관,362
신방도서관,270
청수도서관,780
원성2동작은도서관,12
중앙동작은도서관,40
일봉동작은도서관,6
성남면작은도서관,8
풍세면작은도서관,12
문성동작은도서관,12
입장면작은도서관,12
직산읍작은도서관,20
성환읍작은도서관,24
광덕작은도서관,24
신안동작은도서관,13
천안축구센터작은도서관,18
성정1동작은도서관,18
목천느티나무작은도서관,40
북면바로내작은도서관,26
매포공공도서관,118
다누리도서관,87
칠곡군립도서관,400
북삼도서관,240
석적도서관,130
동명작은도서관,78
약목작은도서관,85
의성군립도서관,253
성북정보도서관,480
아리랑도서관,274
해오름도서관,70
종암동새날도서관,110
서경로꿈마루도서관,30
석관동미리내도서관,89
달빛마루도서관,130
정릉도서관,81
청수도서관,95
아리랑어린이도서관,110
이음도서관,30
월곡꿈그림도서관,82
관악문화관도서관,547
글빛정보도서관,134
성현동작은도서관,60
은천동작은도서관,89
조원작은도서관,210
봉현작은도서관,35
청룡작은도서관,25
삼성작은도서관,30
숲속작은도서관,20
책이랑놀이랑,35
책쉼터,20
신림청소년독서실,74
관악산 詩도서관,14
낙성대공원도서관,28
하난곡작은도서관,38
용꿈꾸는 작은도서관,57
도림천에서 용나는 작은도서관,12
꿈나무 영유아도서관,50
보라매동 다사랑작은도서관,15
은천동 한울작은도서관,20
인헌동 보물섬 작은도서관,24
난곡동 책사랑 작은도서관,16
난향동 뜰안에작은도서관,22
남현동 우리작은도서관,60
신림동 굴렁쇠작은도서관,12
서림동 글사랑작은도서관,20
신원동 울타리작은도서관,20
신사동 해오름작은도서관,20
서원동 어울작은도서관,20
대학동 녹두작은도서관,20
성현동 파랑새작은도서관,50
중앙동 새싹작은도서관,40
청림동 푸른숲작은도서관,20
행운동 마루작은도서관,20
청룡동 숯고을작은도서관,20
낙성동 우듬지작은도서관,20
미성동 책의향기작은도서관,20
삼성동 샛별작은도서관,10
서울대입구역 U-도서관,0
신대방역 U-도서관,0
봉천역 U-도서관,0
낙성대역 U-도서관,0
신림역 U-도서관,0
꿈사다리 도서관,20
닥밭골 작은 도서관,40
동서남-BOOK 작은도서관,25
부민작은도서관,30
부산기독교 종합사회복지관 강유두작은도서관,10
샤롯데 작은도서관,20
서구문화원작은도서관,31
송도바다 작은도서관,20
송도제일교회문고,45
어울림 작은도서관,26
짬짬이 작은도서관,20
초장동꿈터작은도서관,50
포도나무 도서관,50
한새마을 작은도서관,52
향기나는 작은도서관,18
꽃마을 작은도서관,30
남일이네 작은도서관,25
달서구립도원도서관,246
달서어린이도서관,186
달서구립성서도서관,301
달서구립본리도서관,310
달서구립달서가족문화도서관,306
행정정보 문고센터,15
죽전동 공립작은도서관,12
웃는얼굴아트센터 도서실,53
이곡2동 공립작은도서관,30
용산1동 공립작은도서관,12
장기동 공립작은도서관,10
학산작은도서관,30
여명주민도서실,20
문화사랑도서관,30
소망의친구들도서관,12
그루터기어린이도서관,80
동한문화센터문고,16
유천포스코더샵마을문고,36
월성코오롱하늘채2단지문고,30
하늘채1단지도서관,56
대곡역파크드림도서관,50
성당하늘채도서관,36
화성파크리젠시글길도서관,18
성당포스코더샵도서관,21
상인역e-편한세상 마을문고,25
월성푸르지오책마루도서관,60
월성월드메르디앙도서관,50
월배힐스테이트도서관,40
꿈에그린작은도서관,24
삼성명가타운작은도서관,80
월성도서관,20
하늘향기충성가족도서관,55
이레도서관,12
캐슬도서관,16
예가도서관,24
두산미소도서관,12
새하늘작은도서관,24
책으로 꿈꾸는 작은도서관,12
월성e편한세상작은도서관,16
감삼영어도서관,50
작은빛도서관,20
작은숲도서관,30
옷박골작은도서관,20
e편한세상월배작은도서관,12
레이크뷰행복작은도서관,22
마중물작은도서관,36
하브루타작은도서관,12
서한도서관,24
월배아이파크1차아이빛도서관,16
꿈꾸는도서관in휴포레,30
아이솔작은도서관,64
달서다문화가족도서관,10
드림작은도서관,30
숲속도서관,40
완산도서관,586
삼천도서관,360
서신도서관,442
평화도서관,248
효자도서관,263
송천도서관,307
금암도서관,420
인후도서관,392
아중도서관,129
쪽구름도서관,105
건지도서관,115
간납대작은도서관,10
건지산숲속작은도서관,25
글마당작은도서관,20
금호작은도서관,24
꿈드리작은도서관,8
꿈밭장애인작은도서관,30
꿈이있는나무작은도서관,20
노송작은도서관,16
덕진품애작은도서관,34
맑은누리작은도서관,14
명주골작은도서관,40
모롱지작은도서관,66
무지개작은도서관,10
열린점자작은도서관,18
우아문화의집 작은도서관,40
인후문화의집 작은도서관,30
인후비전작은도서관,40
전주작은도서관,11
중산작은도서관,35
책마루작은도서관,100
청아나루작은도서관,25
초록우산작은도서관,24
큰나루작은도서관,30
팔복작은도서관,74
평화꿈틀 작은도서관,50
행복나눔 작은도서관,32
호성작은도서관,24
효사랑푸른꿈작은도서관,24
중앙도서관,280
어린이도서관,475
양서친환경도서관,293
용문도서관,302
지평도서관,162
양동도서관,200
강상작은도서관,30
강하작은도서관,48
고읍내작은도서관,66
서종작은도서관,36
청운작은도서관,20
개군작은도서관,47
영덕공공도서관,350
예주작은도서관,28
금호작은도서관,10
해맑은작은도서관,10
예주고을작은도서관,20
영광공공도서관,510
영광군립도서관,203
중앙도서관,986
금촌도서관,98
문산도서관,227
법원도서관,158
적성도서관,86
행복어린이도서관,80
교하도서관,573
해솔도서관,198
한빛도서관,320
가람도서관,136
조리도서관,92
솔빛도서관,131
물푸레도서관,125
탄현도서관,50
영랑작은도서관,15
풀이음작은도서관,48
속초시립도서관,203
로뎀나무 작은도서관,60
작은도서관 두럭,35
쉼북카페 도서관,30
아이숲어린이도서관,30
지혜의샘,40
풍암전원작은도서관,10
작은도서관 꿈터,10
무등작은도서관,45
중앙나누리 작은도서관,60
화정문고,25
지혜의샘터,20
광주광역시청소년문화의집미소책방,30
월광교회 작은도서관,47
오색종이 신나는 작은도서관,12
교육과희망 작은도서관,15
서구공공도서관,440
서구어린이생태도서관,150
상록도서관,238
광주학생독립,1411
광주학생,696
금호2동작은도서관,60
동천동작은도서관,40
양동작은도서관,30
화정4동작은도서관,20
꿈빛도서관,21
마을도서관 다락,30
해돋는작은도서관,50
쉼터작은도서관,25
고맙습니다 아리솔작은도서관,60
송촌파인힐작은도서관,24
책사랑 작은도서관,30
대주파크빌 작은도서관,72
소꿉놀이작은도서관,20
내방마루작은도서관,6
건강한 도서관,20
예일작은도서관,12
서문작은도서관,10
열린작은도서관,30
강아지똥어린이도서관,20
동천마을6단지작은도서관,20
작은도서관 동천마을 두잇공동체,15
여성친화 휴(休) 도서관,36
호반베르디움 작은도서관,20
서광작은도서관,50
책마을작은도서관,10
우리들의 쉼터 작은도서관,20
책더하기사랑작은도서관,12
푸른빛작은도서관,20
행복도서관,20
광천사랑숲작은도서관,65
꿈일굼터 작은도서관,36
상무작은도서관,15
신천힐탑작은도서관,30
운천골 작은도서관,50
브니엘작은도서관,12
글마루작은도서관,20
나눔새마을작은도서관,20
양동문고,21
광주천사계작은도서관,29
기아꿈터어린이도서관,50
버들도서관,24
상무버들1단지 작은도서관,23
광주제일교회도서관,84
발도르프희망작은도서관,8
보나담 금호대우 작은도서관,7
좋은씨앗작은도서관,30
신동아 아파트 작은도서관,6
아이꿈어린이도서관,10
지혜의쉼터작은도서관,60
움터작은도서관,70
엘림작은도서관,16
풍암호수작은도서관,30
서창한옥작은도서관,38
사과나무작은도서관,20
작은도서관 봄,20
에바다작은도서관,10
다독다독작은도서관,80
충주시립도서관,517
충현도서관,223
하안도서관,806
철산도서관,647
소하도서관,388
광명도서관,1276
평생학습주제전문도서관,27
전남도립도서관,543
금정도서관,1168
경기의정부교육도서관,271
홍파랑 북카페,10
혜화마을 북카페,16
통인어린이작은도서관,50
창이 작은도서관,22
지혜만들기 작은도서관,16
이화마을 작은도서관,30
숭인마루 작은도서관,18
무악다솜방 작은도서관,30
꿈꾸는 평창동 작은도서관,13
청운효자동 북카페,37
도담도담한옥도서관,30
작은도서관 삼봉서랑,50
삼청숲속 작은도서관,40
청운문학도서관,115
아름꿈도서관,97
우리소리도서관,45
어린이청소년국학도서관,80
대구광역시립중앙도서관,1729
대구광역시립동부도서관,1566
대구광역시립남부도서관,1438
대구광역시립서부도서관,1439
대구2.28기념학생도서관,847
대구광역시립수성도서관,1031
대구광역시립북부도서관,820
대구광역시립두류도서관,639
대구광역시립달성도서관,275
연제도서관,192
배산작은도서관,35
거제2동새마을문고작은도서관,25
밤골작은도서관,33
해뜰작은도서관,33
구례군매천도서관,114
경기중앙교육도서관,376
우정혁신LH2차책사랑,12
책나무그늘도서관,6
해송작은도서관,15
에뜰3차아름도서관,20
우정아이파크작은도서관,42
솔로몬도서관,18
단장골북카페,20
신월도서관,12
다난작은도서관,10
우암작은도서관,35
학성작은도서관,16
세린작은도서관,120
꿈틀꿈틀작은도서관,30
유곡푸르지오책마루도서관,32
책의숲,20
페다고지,30
어깨동무도서관,10
작은도서관 책마을,50
에일린의뜰문고,20
남외푸르지오문고,20
꿈나무어린이문고,20
옥골샘도서관,25
태화루도서관,33
함월도서관,71
약숫골도서관,191
옥산도서관,54
신율봉도서관,121
시립도서관,662
상당도서관,330
청원도서관,392
오창호수도서관,430
오창도서관,148
오송도서관,375
서원도서관,346
흥덕도서관,231
강내도서관,127
충주시립도서관,517
제천시립도서관,156
의병도서관,10
제천여성도서관,144
봉양도서관,48
기적의도서관,180
옥천군민도서관,102
레인보우영동도서관,104
증평군립도서관,601
진천군립도서관,372
진천군립광혜원도서관,100
생거진천혁신도시도서관,120
음성도서관,255
금왕도서관,170
대소도서관,100
감곡도서관,160
매포공공도서관,118
다누리도서관,87
경기성남교육도서관,570
시립중앙도서관,965
태장도서관,67
중천철학도서관,60
책마실도서관,30
칠곡그린빌4단지 도서실,24
칠성휴먼시아 작은도서관,15
침산 코오롱 하늘채 2단지 작은도서관,26
하람어린이도서관,30
향기가 있는 열린공간 부엉이,26
화성그랜드파크 도서관 함지원,10
화성센트럴파크 도서관,22
매화도서관,10
메르디앙작은도서관,20
무지개작은도서관,52
복현푸르지오작은도서관,16
성광우방타운 주민도서실,24
아름다운작은도서관,15
은광작은도서관,10
작은도서관 수인제,10
작은인문학도서관 고인돌,30
대현이편한세상도서관,45
구수산도서관,544
대현도서관,190
태전도서관,160
더불어숲 도서관,75
꿈꾸는 마을도서관 도토리,75
사립공공 연암,79
고성동 작은도서관,40
노원동 작은도서관,20
산격1동 작은도서관,30
태전1동 작은도서관,36
침산1동 작은도서관,39
서변동 작은도서관,40
노원행복도서관,20
한강공원부키도서관,10
북구 어린이 도서관,30
U대회선수촌2단지 도서관,50
겨자씨도서관,20
그나라어린이도서관,14
글벗작은도서관,60
꿈가득 작은도서관,22
꿈꾸는도서관,40
꿈꾸는작은도서관,24
꿈이 있는 도서관,20
대현 휴 도서관,35
대현뜨란채도서관,15
잼나는작은도서관,50
세움작은도서관,8
천년나무작은도서관,15
모퉁이작은도서관,12
협성휴포레강북작은도서관,12
하늘샘작은도서관,50
이편한세상대구금호작은도서관,39
앤드도서관,12
김천시립도서관,781
푸름찬작은도서관,23
꿈앤들작은도서관,12
달봉산작은도서관,28
김산고을작은도서관,31
보랏빛꿈작은도서관,16
삼산이수작은도서관,33
고래실작은도서관,14
자두꽃작은도서관,25
큰숲작은도서관,32
드림밸리작은도서관,63
여주도서관,309
세종도서관,177
점동도서관,121
산북작은도서관,72
북내작은도서관,89
고동람 작은도서관,33
공갈못 꿈꾸는 작은 도서관,30
모동 작은도서관,50
외서면 작은도서관,30
중앙도서관,526
안산미디어라이브러리,0
사이동꿈을키우는 작은도서관,36
신길샛별 작은도서관,21
석수골 작은도서관,25
모두어린이 작은도서관,50
안산다문화 작은도서관,29
감골도서관,680
성포도서관,530
상록어린이도서관,441
부곡도서관,86
본오도서관,104
반월도서관,276
수암도서관,133
본오3동만화작은도서관,26
해양동작은도서관,26
일동도서관,144
본오1동 작은도서관,63
안산평생학습관 작은도서관,15
관산도서관,856
단원어린이도서관,250
선부도서관,262
대부도서관,173
원고잔도서관,148
달미작은도서관,80
당곡작은도서관,100
와동책읽는방작은도서관,36
선녀마을작은도서관,36
근로복지작은도서관,51
와동별빛누리작은도서관,50
구미시립중앙도서관,1366
구미시립상모정수도서관,640
구미시립인동도서관,1019
구미시립봉곡도서관,724
구미시립선산도서관,422
구미시립원평으뜸도서관,25
구미시립해평누리도서관,26
송도2동작은도서관,60
해돋이도서관,200
연수1동작은도서관,60
연수청학도서관,400
연수어린이도서관,500
송도국제어린이도서관,200
옥련1동작은도서관,34
옥련2동어린이작은도서관,100
연수2동작은도서관,60
송도3동작은도서관,30
선학별빛도서관,200
영산도서관,181
포천시립중앙도서관,326
포천시립소흘도서관,185
포천시립가산도서관,54
포천시립일동도서관,260
포천시립영중꿈나무도서관,0
포천시립영북도서관,38
함평군립도서관,68
손불 작은도서관,14
대동 사랑방문고,30
학교면 작은도서관,13
해보 작은도서관,18
월야 작은도서관,18
통영시립도서관,171
통영시립충무도서관,169
통영시립산양도서관,163
통영시립욕지도서관,52
송곡도서관,153
배방도서관,216
둔포도서관,89
남산도서관,166
어린이도서관,0
탕정온샘도서관,437
문경시립중앙도서관,657
문경시립문희도서관,229
문경시립모전도서관,231
동로작은도서관,16
안동시립도서관,346
강남어린이도서관,46
공주시시립도서관(웅진관),545
공주시시립도서관(강북관),390
마포중앙도서관,620
마포구립하늘도서관,130
마포구립서강도서관,153
마포어린이영어도서관,20
꿈나래어린이영어도서관,40
꿈을이루는작은도서관,20
아름드리작은도서관,20
해오름작은도서관,32
성메작은도서관,20
성산글마루작은도서관,20
늘푸른소나무작은도서관,20
복사골작은도서관,35
용강동작은도서관,20
마포푸르메어린이도서관,70
강릉교육문화관,305
고성교육도서관,66
동해교육도서관,299
명주교육도서관,300
문막교육도서관,84
삼척교육문화관,215
속초교육도서관,170
속초교육문화관,298
양구교육도서관,588
양양교육도서관,118
영월교육도서관,96
원주교육문화관,807
인제교육도서관,138
정선교육도서관,108
철원교육도서관,231
춘성교육도서관,68
춘천교육문화관,395
태백교육도서관,165
평창교육도서관,76
홍천교육도서관,114
화천교육도서관,89
횡성교육도서관,118
철마도서관,141
계룡도서관,414
엄사도서관,313
